play,act,scene,speaker,sentence,pronoun,resolved_to,gender_group,window_size_used
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"But first let me tell ye, if ye should lead her in a fool's paradise, as they say, it were a very gross kind of behaviou",they,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"And therefore, if you should deal double with her, truly it were an ill thing to be offered to any gentlewoman, and very",her,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"And therefore, if you should deal double with her, truly it were an ill thing to be offered to any gentlewoman, and very",it,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,I will tell her as much.,her,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"Lord, Lord, she will be a joyful woman.",she,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"What wilt thou tell her, Nurse?",her,Nurse,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"I will tell her, sir, that you do protest, which, as I take it, is a gentlemanlike offer.",her,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"I will tell her, sir, that you do protest, which, as I take it, is a gentlemanlike offer.",it,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"Bid her devise Some means to come to shrift this afternoon, And there she shall at Friar Lawrence' cell Be shriv'd and m",her,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"Bid her devise Some means to come to shrift this afternoon, And there she shall at Friar Lawrence' cell Be shriv'd and m",she,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"Well, she shall be there.",she,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"When 'twas a little prating thing,—O, there is a nobleman in town, one Paris, that would fain lay knife aboard; but she,",she,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"When 'twas a little prating thing,—O, there is a nobleman in town, one Paris, that would fain lay knife aboard; but she,",him,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"I anger her sometimes, and tell her that Paris is the properer man, but I'll warrant you, when I say so, she looks as pa",her,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"I anger her sometimes, and tell her that Paris is the properer man, but I'll warrant you, when I say so, she looks as pa",her,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"I anger her sometimes, and tell her that Paris is the properer man, but I'll warrant you, when I say so, she looks as pa",she,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"R is for the—no, I know it begins with some other letter, and she hath the prettiest sententious of it, of you and rosem",it,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"R is for the—no, I know it begins with some other letter, and she hath the prettiest sententious of it, of you and rosem",she,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"R is for the—no, I know it begins with some other letter, and she hath the prettiest sententious of it, of you and rosem",it,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"R is for the—no, I know it begins with some other letter, and she hath the prettiest sententious of it, of you and rosem",it,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,4,NURSE,"R is for the—no, I know it begins with some other letter, and she hath the prettiest sententious of it, of you and rosem",it,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"The clock struck nine when I did send the Nurse, In half an hour she promised to return.",she,JULIET,female,1
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,Perchance she cannot meet him.,she,JULIET,female,2
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,Perchance she cannot meet him.,him,JULIET,female,2
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"O, she is lame.",she,JULIET,female,4
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"Of this day's journey, and from nine till twelve Is three long hours, yet she is not come.",she,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"Had she affections and warm youthful blood, She'd be as swift in motion as a ball; My words would bandy her to my sweet ",she,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"Had she affections and warm youthful blood, She'd be as swift in motion as a ball; My words would bandy her to my sweet ",She,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"Had she affections and warm youthful blood, She'd be as swift in motion as a ball; My words would bandy her to my sweet ",her,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"Had she affections and warm youthful blood, She'd be as swift in motion as a ball; My words would bandy her to my sweet ",his,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"But old folks, many feign as they were dead; Unwieldy, slow, heavy and pale as lead.",they,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"God, she comes.",she,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,Hast thou met with him?,him,Peter,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"Though news be sad, yet tell them merrily; If good, thou sham'st the music of sweet news By playing it to me with so sou",them,sham'st,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"Though news be sad, yet tell them merrily; If good, thou sham'st the music of sweet news By playing it to me with so sou",it,sham'st,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,"No, not he.",he,Exit Peter,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,"Though his face be better than any man's, yet his leg excels all men's, and for a hand and a foot, and a body, though th",his,Exit Peter,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,"Though his face be better than any man's, yet his leg excels all men's, and for a hand and a foot, and a body, though th",his,Exit Peter,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,"Though his face be better than any man's, yet his leg excels all men's, and for a hand and a foot, and a body, though th",they,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,"Though his face be better than any man's, yet his leg excels all men's, and for a hand and a foot, and a body, though th",they,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,"He is not the flower of courtesy, but I'll warrant him as gentle as a lamb.",He,Exit Peter,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,"He is not the flower of courtesy, but I'll warrant him as gentle as a lamb.",him,Exit Peter,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,What says he of our marriage?,he,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,It beats as it would fall in twenty pieces.,It,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,It beats as it would fall in twenty pieces.,it,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,"Why, she is within.",she,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,Where should she be?,she,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,"Now comes the wanton blood up in your cheeks, They'll be in scarlet straight at any news.",They,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,5,NURSE,"I must another way, To fetch a ladder by the which your love Must climb a bird's nest soon when it is dark.",it,NURSE,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,6,ROMEO,"Amen, amen, but come what sorrow can, It cannot countervail the exchange of joy That one short minute gives me in her si",It,ROMEO,male,2
THE TRAGEDY OF ROMEO AND JULIET,2,6,ROMEO,"Amen, amen, but come what sorrow can, It cannot countervail the exchange of joy That one short minute gives me in her si",her,ROMEO,male,2
THE TRAGEDY OF ROMEO AND JULIET,2,6,ROMEO,"Do thou but close our hands with holy words, Then love-devouring death do what he dare, It is enough I may but call her ",he,ROMEO,male,3
THE TRAGEDY OF ROMEO AND JULIET,2,6,ROMEO,"Do thou but close our hands with holy words, Then love-devouring death do what he dare, It is enough I may but call her ",It,ROMEO,male,3
THE TRAGEDY OF ROMEO AND JULIET,2,6,ROMEO,"Do thou but close our hands with holy words, Then love-devouring death do what he dare, It is enough I may but call her ",her,ROMEO,male,3
THE TRAGEDY OF ROMEO AND JULIET,2,6,FRIAR LAWRENCE,"These violent delights have violent ends, And in their triumph die; like fire and powder, Which as they kiss consume.",their,FRIAR LAWRENCE,male,4
THE TRAGEDY OF ROMEO AND JULIET,2,6,FRIAR LAWRENCE,"These violent delights have violent ends, And in their triumph die; like fire and powder, Which as they kiss consume.",they,FRIAR LAWRENCE,male,4
THE TRAGEDY OF ROMEO AND JULIET,2,6,FRIAR LAWRENCE,"The sweetest honey Is loathsome in his own deliciousness, And in the taste confounds the appetite.",his,FRIAR LAWRENCE,male,5
THE TRAGEDY OF ROMEO AND JULIET,2,6,JULIET,"As much to him, else is his thanks too much.",him,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,6,JULIET,"As much to him, else is his thanks too much.",his,FRIAR LAWRENCE,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,6,ROMEO,"Ah, Juliet, if the measure of thy joy Be heap'd like mine, and that thy skill be more To blazon it, then sweeten with th",it,Juliet,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,6,JULIET,"Conceit more rich in matter than in words, Brags of his substance, not of ornament.",his,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,2,6,JULIET,"They are but beggars that can count their worth; But my true love is grown to such excess, I cannot sum up sum of half m",They,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,2,6,JULIET,"They are but beggars that can count their worth; But my true love is grown to such excess, I cannot sum up sum of half m",their,JULIET,female,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Thou art like one of these fellows that, when he enters the confines of a tavern, claps me his sword upon the table, and",he,MERCUTIO,male,3
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Thou art like one of these fellows that, when he enters the confines of a tavern, claps me his sword upon the table, and",his,MERCUTIO,male,3
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"and by the operation of the second cup draws him on the drawer, when indeed there is no need.",him,MERCUTIO,male,4
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Why, thou wilt quarrel with a man that hath a hair more or a hair less in his beard than thou hast.",his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Thou hast quarrelled with a man for coughing in the street, because he hath wakened thy dog that hath lain asleep in the",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,Didst thou not fall out with a tailor for wearing his new doublet before Easter?,his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,with another for tying his new shoes with an old riband?,his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,TYBALT,"Follow me close, for I will speak to them.",them,TYBALT,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,Couple it with something; make it a word and a blow.,it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,Couple it with something; make it a word and a blow.,it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Men's eyes were made to look, and let them gaze.",them,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"But I'll be hanged, sir, if he wear your livery.",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Marry, go before to field, he'll be your follower; Your worship in that sense may call him man.",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Marry, go before to field, he'll be your follower; Your worship in that sense may call him man.",him,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,Alla stoccata carries it away.,it,Alla stoccata,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,Will you pluck your sword out of his pilcher by the ears?,his,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Make haste, lest mine be about your ears ere it be out.",it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,They fight.,They,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,ROMEO,"Draw, Benvolio; beat down their weapons.",their,Benvolio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,ROMEO,Exeunt Tybalt with his Partizans.,his,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Is he gone, and hath nothing?",he,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,They have made worms' meat of me.,They,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"I have it, and soundly too.",it,MERCUTIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,ROMEO,"This gentleman, the Prince's near ally, My very friend, hath got his mortal hurt In my behalf; my reputation stain'd Wit",his,Tybalt,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,ROMEO,"Now, Tybalt, take the 'villain' back again That late thou gav'st me, for Mercutio's soul Is but a little way above our h",him,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,ROMEO,"Either thou or I, or both, must go with him.",him,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,TYBALT,"Thou wretched boy, that didst consort him here, Shalt with him hence.",him,TYBALT,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,TYBALT,"Thou wretched boy, that didst consort him here, Shalt with him hence.",him,TYBALT,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,ROMEO,They fight; Tybalt falls.,They,ROMEO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,FIRST CITIZEN,Which way ran he that kill'd Mercutio?,he,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,FIRST CITIZEN,"Tybalt, that murderer, which way ran he?",he,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,FIRST CITIZEN,"Enter Prince, attended; Montague, Capulet, their Wives and others.",their,Capulet,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"Tybalt, here slain, whom Romeo's hand did slay; Romeo, that spoke him fair, bid him bethink How nice the quarrel was, an",him,Romeo,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"Tybalt, here slain, whom Romeo's hand did slay; Romeo, that spoke him fair, bid him bethink How nice the quarrel was, an",him,Romeo,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"All this uttered With gentle breath, calm look, knees humbly bow'd Could not take truce with the unruly spleen Of Tybalt",he,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"All this uttered With gentle breath, calm look, knees humbly bow'd Could not take truce with the unruly spleen Of Tybalt",It,Retorts,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"All this uttered With gentle breath, calm look, knees humbly bow'd Could not take truce with the unruly spleen Of Tybalt",it,Retorts,neutral,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"Romeo he cries aloud, 'Hold, friends!",he,BENVOLIO,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"Friends, part!' and swifter than his tongue, His agile arm beats down their fatal points, And 'twixt them rushes; undern",his,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"Friends, part!' and swifter than his tongue, His agile arm beats down their fatal points, And 'twixt them rushes; undern",His,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"Friends, part!' and swifter than his tongue, His agile arm beats down their fatal points, And 'twixt them rushes; undern",their,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"Friends, part!' and swifter than his tongue, His agile arm beats down their fatal points, And 'twixt them rushes; undern",them,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"But by and by comes back to Romeo, Who had but newly entertain'd revenge, And to't they go like lightning; for, ere I Co",they,Tybalt,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"But by and by comes back to Romeo, Who had but newly entertain'd revenge, And to't they go like lightning; for, ere I Co",them,Tybalt,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"But by and by comes back to Romeo, Who had but newly entertain'd revenge, And to't they go like lightning; for, ere I Co",he,Tybalt,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,LADY CAPULET,He is a kinsman to the Montague.,He,LADY CAPULET,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,LADY CAPULET,"Affection makes him false, he speaks not true.",him,LADY CAPULET,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,LADY CAPULET,"Affection makes him false, he speaks not true.",he,LADY CAPULET,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,LADY CAPULET,"Some twenty of them fought in this black strife, And all those twenty could but kill one life.",them,LADY CAPULET,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,PRINCE,"Romeo slew him, he slew Mercutio.",him,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,PRINCE,"Romeo slew him, he slew Mercutio.",he,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,PRINCE,Who now the price of his dear blood doth owe?,his,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MONTAGUE,"Not Romeo, Prince, he was Mercutio's friend; His fault concludes but what the law should end, The life of Tybalt.",he,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,MONTAGUE,"Not Romeo, Prince, he was Mercutio's friend; His fault concludes but what the law should end, The life of Tybalt.",His,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,PRINCE,And for that offence Immediately we do exile him hence.,him,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,PRINCE,"Let Romeo hence in haste, Else, when he is found, that hour is his last.",he,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,1,PRINCE,"Let Romeo hence in haste, Else, when he is found, that hour is his last.",his,Mercutio,male,7
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"Lovers can see to do their amorous rites By their own beauties: or, if love be blind, It best agrees with night.",their,JULIET,female,5
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"Lovers can see to do their amorous rites By their own beauties: or, if love be blind, It best agrees with night.",their,JULIET,female,5
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"Lovers can see to do their amorous rites By their own beauties: or, if love be blind, It best agrees with night.",It,JULIET,female,5
